Age,Sex,Province,Vehicle
42.0,ชาย,เชียงราย,รถจักรยานยนต์
65.0,หญิง,พะเยา,รถจักรยานยนต์
20.0,ชาย,สุราษฎร์ธานี,รถจักรยานยนต์
23.0,ชาย,เชียงราย,รถจักรยานยนต์
47.0,ชาย,สุราษฎร์ธานี,รถจักรยานยนต์
66.0,ชาย,พะเยา,รถจักรยานยนต์
30.0,หญิง,สุราษฎร์ธานี,รถจักรยานยนต์
53.0,ชาย,สุราษฎร์ธานี,รถจักรยานยนต์
42.0,ชาย,พะเยา,รถจักรยานยนต์
31.0,ชาย,สุราษฎร์ธานี,รถจักรยานยนต์
35.0,ชาย,เชียงใหม่,รถจักรยานยนต์
79.0,ชาย,สุราษฎร์ธานี,รถจักรยานยนต์
21.0,ชาย,เชียงใหม่,รถจักรยานยนต์
21.0,ชาย,พังงา,รถจักรยานยนต์
23.0,ชาย,เชียงใหม่,รถจักรยานยนต์
64.0,ชาย,พัทลุง,รถจักรยานยนต์
15.0,ชาย,สุราษฎร์ธานี,รถจักรยานยนต์
27.0,ชาย,เชียงใหม่,รถจักรยานยนต์
72.0,ชาย,พัทลุง,รถจักรยานยนต์
68.0,ชาย,สุรินทร์,รถยนต์
74.0,ชาย,สุรินทร์,รถจักรยานยนต์
19.0,ชาย,เชียงใหม่,รถจักรยานยนต์
43.0,ชาย,พิจิตร,รถจักรยานยนต์
13.0,ชาย,สุรินทร์,รถจักรยานยนต์
63.0,ชาย,พิจิตร,รถจักรยานยนต์
50.0,ชาย,สุรินทร์,รถจักรยานยนต์
57.0,ชาย,เชียงใหม่,รถยนต์
73.0,ชาย,สุรินทร์,รถจักรยานยนต์
60.0,ชาย,เชียงใหม่,รถจักรยานยนต์
71.0,หญิง,พิจิตร,รถยนต์
71.0,ชาย,สุรินทร์,รถจักรยานยนต์
1.0,ชาย,เชียงใหม่,รถจักรยานยนต์
24.0,ชาย,พิจิตร,รถยนต์
35.0,ชาย,เชียงใหม่,รถจักรยานยนต์
25.0,ชาย,สุรินทร์,รถจักรยานยนต์
20.0,หญิง,พิจิตร,รถจักรยานยนต์
40.0,ชาย,เชียงใหม่,รถจักรยานยนต์
59.0,ชาย,พิจิตร,รถจักรยานยนต์
32.0,ชาย,สุรินทร์,รถจักรยานยนต์
62.0,หญิง,พิจิตร,รถจักรยานยนต์
29.0,ชาย,เชียงใหม่,รถจักรยานยนต์
31.0,ชาย,พิจิตร,รถจักรยานยนต์
30.0,ชาย,เชียงใหม่,รถจักรยานยนต์
18.0,หญิง,พิจิตร,รถจักรยานยนต์
64.0,ชาย,หนองคาย,รถจักรยานยนต์
39.0,ชาย,เชียงใหม่,รถจักรยานยนต์
65.0,ชาย,พิจิตร,รถจักรยานยนต์
37.0,ชาย,หนองคาย,รถจักรยานยนต์
67.0,หญิง,พิจิตร,รถจักรยานยนต์
68.0,ชาย,หนองคาย,รถยนต์
40.0,ชาย,เชียงใหม่,รถจักรยานยนต์
12.0,ชาย,พิจิตร,รถจักรยานยนต์
69.0,หญิง,เชียงใหม่,รถยนต์
66.0,ชาย,หนองบัวลำภู,รถจักรยานยนต์
17.0,หญิง,เชียงใหม่,รถจักรยานยนต์
20.0,ชาย,พิษณุโลก,รถจักรยานยนต์
54.0,หญิง,หนองบัวลำภู,รถจักรยานยนต์
19.0,ชาย,เชียงใหม่,รถจักรยานยนต์
54.0,ชาย,เชียงใหม่,รถจักรยานยนต์
70.0,หญิง,อ่างทอง,รถจักรยานยนต์
69.0,ชาย,เชียงใหม่,รถจักรยานยนต์
39.0,ชาย,เชียงใหม่,รถจักรยานยนต์
22.0,ชาย,เชียงใหม่,รถจักรยานยนต์
68.0,ชาย,เพชรบุรี,รถจักรยานยนต์
58.0,ชาย,เชียงใหม่,รถจักรยานยนต์
82.0,ชาย,เพชรบุรี,รถจักรยานยนต์
20.0,ชาย,เชียงใหม่,รถจักรยานยนต์
63.0,ชาย,เพชรบุรี,รถจักรยานยนต์
55.0,ชาย,อ่างทอง,รถจักรยานยนต์
35.0,หญิง,เชียงใหม่,รถจักรยานยนต์
69.0,ชาย,เพชรบุรี,รถจักรยานยนต์
57.0,ชาย,อำนาจเจริญ,รถจักรยานยนต์
26.0,ชาย,เชียงใหม่,รถจักรยานยนต์
44.0,ชาย,เพชรบุรี,รถจักรยานยนต์
58.0,ชาย,อำนาจเจริญ,รถจักรยานยนต์
62.0,ชาย,เชียงใหม่,รถจักรยานยนต์
36.0,ชาย,อุดรธานี,รถจักรยานยนต์
25.0,ชาย,เชียงใหม่,รถจักรยานยนต์
22.0,หญิง,เพชรบุรี,รถจักรยานยนต์
27.0,ชาย,อุดรธานี,รถจักรยานยนต์
23.0,ชาย,เชียงใหม่,รถจักรยานยนต์
38.0,ชาย,อุดรธานี,รถจักรยานยนต์
58.0,หญิง,เชียงใหม่,รถจักรยานยนต์
49.0,ชาย,เพชรบุรี,รถจักรยานยนต์
64.0,ชาย,อุดรธานี,รถจักรยานยนต์
41.0,ชาย,เพชรบุรี,รถจักรยานยนต์
83.0,ชาย,อุดรธานี,รถจักรยานยนต์
28.0,ชาย,เชียงใหม่,รถยนต์
55.0,ชาย,เพชรบุรี,รถจักรยานยนต์
16.0,ชาย,เชียงใหม่,รถจักรยานยนต์
66.0,ชาย,เพชรบุรี,รถจักรยานยนต์
26.0,หญิง,อุดรธานี,รถจักรยานยนต์
16.0,ชาย,เชียงใหม่,รถยนต์
69.0,หญิง,เพชรบุรี,รถจักรยานยนต์
13.0,ชาย,เชียงใหม่,รถจักรยานยนต์
48.0,ชาย,อุดรธานี,รถจักรยานยนต์
52.0,ชาย,เชียงใหม่,รถจักรยานยนต์
15.0,ชาย,อุดรธานี,รถจักรยานยนต์
68.0,ชาย,เชียงใหม่,รถจักรยานยนต์
56.0,ชาย,อุดรธานี,รถจักรยานยนต์
22.0,ชาย,ตรัง,รถจักรยานยนต์
36.0,หญิง,แพร่,รถยนต์
17.0,ชาย,อุดรธานี,รถจักรยานยนต์
41.0,ชาย,ตรัง,รถจักรยานยนต์
49.0,ชาย,แพร่,รถจักรยานยนต์
70.0,ชาย,อุดรธานี,รถจักรยานยนต์
67.0,หญิง,ตรัง,รถจักรยานยนต์
76.0,ชาย,แพร่,รถจักรยานยนต์
60.0,ชาย,อุดรธานี,รถจักรยานยนต์
26.0,หญิง,ตรัง,รถจักรยานยนต์
46.0,ชาย,อุดรธานี,รถจักรยานยนต์
54.0,ชาย,ตรัง,รถจักรยานยนต์
15.0,หญิง,อุดรธานี,รถจักรยานยนต์
2.0,หญิง,ตรัง,รถจักรยานยนต์
26.0,ชาย,แพร่,รถจักรยานยนต์
72.0,ชาย,ตรัง,รถจักรยานยนต์
58.0,ชาย,แพร่,รถจักรยานยนต์
19.0,ชาย,ตรัง,รถจักรยานยนต์
29.0,ชาย,ภูเก็ต,รถจักรยานยนต์
27.0,ชาย,ตรัง,รถจักรยานยนต์
37.0,หญิง,ภูเก็ต,รถยนต์
29.0,ชาย,อุดรธานี,รถจักรยานยนต์
52.0,หญิง,ตรัง,รถจักรยานยนต์
19.0,หญิง,อุดรธานี,รถจักรยานยนต์
29.0,ชาย,ตราด,รถจักรยานยนต์
60.0,หญิง,อุดรธานี,รถจักรยานยนต์
34.0,ชาย,ตราด,รถจักรยานยนต์
70.0,ชาย,อุดรธานี,รถจักรยานยนต์
43.0,ชาย,ภูเก็ต,รถจักรยานยนต์
53.0,ชาย,อุดรธานี,รถจักรยานยนต์
22.0,ชาย,ภูเก็ต,รถจักรยานยนต์
35.0,หญิง,ตราด,รถจักรยานยนต์
33.0,ชาย,ภูเก็ต,รถจักรยานยนต์
16.0,ชาย,อุดรธานี,รถจักรยานยนต์
62.0,ชาย,ภูเก็ต,รถจักรยานยนต์
78.0,ชาย,อุดรธานี,รถจักรยานยนต์
35.0,ชาย,ตราด,รถจักรยานยนต์
33.0,ชาย,อุดรธานี,รถจักรยานยนต์
30.0,ชาย,ตราด,รถจักรยานยนต์
69.0,ชาย,อุดรธานี,รถจักรยานยนต์
45.0,ชาย,ตราด,รถจักรยานยนต์
54.0,หญิง,มหาสารคาม,รถจักรยานยนต์
54.0,ชาย,อุดรธานี,รถจักรยานยนต์
43.0,ชาย,ตาก,รถจักรยานยนต์
27.0,ชาย,มหาสารคาม,รถจักรยานยนต์
59.0,ชาย,อุดรธานี,รถจักรยานยนต์
19.0,ชาย,ตาก,รถจักรยานยนต์
65.0,หญิง,อุดรธานี,รถจักรยานยนต์
19.0,ชาย,อุดรธานี,รถจักรยานยนต์
64.0,หญิง,มุกดาหาร,รถจักรยานยนต์
1.0,หญิง,อุดรธานี,รถยนต์
24.0,ชาย,ตาก,รถจักรยานยนต์
38.0,ชาย,กระบี่,รถจักรยานยนต์
28.0,ชาย,กระบี่,รถจักรยานยนต์
62.0,หญิง,ตาก,รถจักรยานยนต์
15.0,ชาย,แม่ฮ่องสอน,รถจักรยานยนต์
66.0,หญิง,อุดรธานี,รถจักรยานยนต์
59.0,ชาย,กระบี่,รถจักรยานยนต์
56.0,ชาย,อุดรธานี,รถจักรยานยนต์
66.0,หญิง,กระบี่,รถจักรยานยนต์
58.0,หญิง,ยโสธร,รถจักรยานยนต์
52.0,หญิง,อุดรธานี,รถจักรยานยนต์
15.0,หญิง,ยโสธร,รถจักรยานยนต์
13.0,ชาย,อุดรธานี,รถจักรยานยนต์
15.0,หญิง,กระบี่,รถจักรยานยนต์
25.0,ชาย,นครนายก,รถจักรยานยนต์
62.0,ชาย,อุดรธานี,รถจักรยานยนต์
63.0,ชาย,กระบี่,รถจักรยานยนต์
39.0,ชาย,นครปฐม,รถจักรยานยนต์
60.0,ชาย,ยโสธร,รถจักรยานยนต์
16.0,หญิง,อุดรธานี,รถจักรยานยนต์
23.0,ชาย,นครปฐม,รถจักรยานยนต์
26.0,ชาย,ยะลา,รถจักรยานยนต์
64.0,ชาย,อุดรธานี,รถจักรยานยนต์
37.0,ชาย,นครปฐม,รถจักรยานยนต์
17.0,หญิง,ยะลา,รถจักรยานยนต์
49.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
20.0,ชาย,นครปฐม,รถจักรยานยนต์
63.0,ชาย,ยะลา,รถจักรยานยนต์
49.0,ชาย,อุดรธานี,รถจักรยานยนต์
29.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
24.0,ชาย,นครปฐม,รถจักรยานยนต์
50.0,หญิง,อุดรธานี,รถจักรยานยนต์
36.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
1.0,หญิง,นครปฐม,รถจักรยานยนต์
50.0,ชาย,ยะลา,รถยนต์
14.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
24.0,ชาย,นครปฐม,รถยนต์
71.0,ชาย,ยะลา,รถจักรยานยนต์
44.0,ชาย,ลำพูน,รถจักรยานยนต์
66.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
31.0,หญิง,สุพรรณบุรี,รถจักรยานยนต์
57.0,หญิง,แพร่,รถจักรยานยนต์
74.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
60.0,ชาย,ชัยภูมิ,รถจักรยานยนต์
54.0,ชาย,มหาสารคาม,รถจักรยานยนต์
15.0,ชาย,บึงกาฬ,รถจักรยานยนต์
59.0,ชาย,พัทลุง,รถจักรยานยนต์
60.0,ชาย,สกลนคร,รถจักรยาน
49.0,หญิง,ร้อยเอ็ด,รถจักรยานยนต์
31.0,ชาย,เชียงใหม่,รถจักรยานยนต์
59.0,ชาย,กระบี่,รถจักรยานยนต์
45.0,ชาย,อุดรธานี,รถจักรยานยนต์
31.0,หญิง,สงขลา,รถจักรยานยนต์
48.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
77.0,หญิง,อุทัยธานี,รถจักรยานยนต์
64.0,หญิง,เพชรบูรณ์,รถจักรยานยนต์
34.0,ชาย,สมุทรปราการ,รถยนต์
66.0,ชาย,ศรีสะเกษ,รถจักรยานยนต์
31.0,ชาย,อำนาจเจริญ,รถยนต์
62.0,หญิง,หนองคาย,รถจักรยานยนต์
74.0,ชาย,เชียงราย,รถจักรยาน
68.0,หญิง,อุทัยธานี,รถจักรยานยนต์
76.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
71.0,ชาย,ชุมพร,รถจักรยานยนต์
73.0,ชาย,ระนอง,รถจักรยานยนต์
16.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
46.0,หญิง,ตาก,รถจักรยานยนต์
79.0,ชาย,กำแพงเพชร,รถจักรยานยนต์
52.0,ชาย,ขอนแก่น,รถจักรยานยนต์
23.0,ชาย,จันทบุรี,รถจักรยานยนต์
70.0,หญิง,หนองบัวลำภู,รถจักรยานยนต์
61.0,ชาย,นครพนม,รถจักรยานยนต์
36.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
41.0,หญิง,สตูล,รถจักรยานยนต์
42.0,หญิง,กาญจนบุรี,รถจักรยานยนต์
41.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
65.0,ชาย,พะเยา,รถจักรยานยนต์
78.0,ชาย,อุทัยธานี,รถจักรยานยนต์
14.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
33.0,ชาย,นครราชสีมา,รถจักรยานยนต์
47.0,ชาย,ตรัง,รถยนต์
62.0,หญิง,ศรีสะเกษ,รถยนต์
65.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
47.0,ชาย,สระแก้ว,รถจักรยานยนต์
71.0,หญิง,มหาสารคาม,รถจักรยานยนต์
78.0,ชาย,กระบี่,รถจักรยานยนต์
39.0,ชาย,ตราด,รถจักรยานยนต์
70.0,ชาย,สระบุรี,รถจักรยานยนต์
50.0,ชาย,นครราชสีมา,รถจักรยานยนต์
53.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
61.0,ชาย,นครสวรรค์,รถจักรยานยนต์
75.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
21.0,หญิง,กาญจนบุรี,รถจักรยานยนต์
17.0,ชาย,ตรัง,รถจักรยานยนต์
25.0,หญิง,ตาก,รถจักรยาน
55.0,หญิง,สระบุรี,รถจักรยานยนต์
19.0,ชาย,นครสวรรค์,รถจักรยานยนต์
33.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
76.0,ชาย,ศรีสะเกษ,รถจักรยานยนต์
70.0,ชาย,ตรัง,รถจักรยานยนต์
42.0,หญิง,นครพนม,รถจักรยานยนต์
57.0,หญิง,ขอนแก่น,รถจักรยานยนต์
62.0,ชาย,ชัยภูมิ,รถจักรยาน
35.0,หญิง,สงขลา,รถจักรยานยนต์
25.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
38.0,ชาย,พะเยา,รถจักรยานยนต์
72.0,ชาย,กาฬสินธุ์,รถจักรยานยนต์
47.0,ชาย,ยะลา,รถจักรยานยนต์
51.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
18.0,ชาย,สระบุรี,รถจักรยานยนต์
26.0,ชาย,สระบุรี,รถจักรยานยนต์
36.0,ชาย,ศรีสะเกษ,รถจักรยานยนต์
40.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
36.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
66.0,ชาย,กำแพงเพชร,รถจักรยานยนต์
23.0,หญิง,กำแพงเพชร,รถจักรยานยนต์
30.0,ชาย,หนองคาย,รถจักรยานยนต์
52.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
53.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
49.0,ชาย,นครราชสีมา,รถจักรยานยนต์
52.0,ชาย,กาฬสินธุ์,รถจักรยานยนต์
72.0,ชาย,อำนาจเจริญ,รถจักรยานยนต์
29.0,ชาย,กรุงเทพมหานคร,รถยนต์
17.0,หญิง,บึงกาฬ,รถยนต์
59.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
79.0,หญิง,อุบลราชธานี,รถจักรยานยนต์
14.0,หญิง,ตรัง,รถจักรยานยนต์
54.0,ชาย,ยโสธร,รถจักรยานยนต์
17.0,ชาย,นครสวรรค์,รถยนต์
33.0,ชาย,เชียงราย,รถจักรยานยนต์
55.0,ชาย,นครพนม,รถจักรยาน
74.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
28.0,ชาย,ระยอง,รถจักรยานยนต์
35.0,ชาย,สุโขทัย,รถจักรยานยนต์
54.0,ชาย,นครสวรรค์,รถจักรยาน
14.0,ชาย,สุโขทัย,รถจักรยานยนต์
30.0,ชาย,สุโขทัย,รถจักรยานยนต์
56.0,หญิง,ยโสธร,รถจักรยานยนต์
37.0,หญิง,ปัตตานี,รถจักรยานยนต์
64.0,ชาย,น่าน,รถจักรยานยนต์
14.0,ชาย,จันทบุรี,รถจักรยาน
54.0,ชาย,เชียงราย,รถจักรยานยนต์
50.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
32.0,หญิง,สุรินทร์,รถยนต์
15.0,ชาย,พัทลุง,รถจักรยานยนต์
28.0,ชาย,สกลนคร,รถจักรยานยนต์
63.0,หญิง,น่าน,รถจักรยานยนต์
81.0,ชาย,สกลนคร,รถจักรยาน
43.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
47.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
14.0,หญิง,ปัตตานี,รถจักรยาน
56.0,ชาย,เชียงใหม่,รถจักรยานยนต์
86.0,ชาย,นครพนม,รถจักรยานยนต์
35.0,ชาย,น่าน,รถยนต์
16.0,ชาย,พิษณุโลก,รถจักรยานยนต์
68.0,หญิง,นครปฐม,รถจักรยานยนต์
69.0,ชาย,นครสวรรค์,รถจักรยานยนต์
72.0,หญิง,สุพรรณบุรี,รถจักรยาน
42.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
62.0,ชาย,กาฬสินธุ์,รถจักรยานยนต์
44.0,ชาย,สุโขทัย,รถจักรยาน
75.0,หญิง,แพร่,รถจักรยานยนต์
25.0,หญิง,ลำพูน,รถจักรยาน
35.0,ชาย,ลำพูน,รถจักรยาน
65.0,ชาย,เพชรบุรี,รถจักรยานยนต์
17.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
15.0,ชาย,กาญจนบุรี,รถจักรยานยนต์
68.0,หญิง,หนองคาย,คนเดินเท้า
65.0,ชาย,หนองคาย,รถจักรยานยนต์
51.0,ชาย,สุราษฎร์ธานี,รถจักรยานยนต์
73.0,ชาย,นครศรีธรรมราช,คนเดินเท้า
27.0,ชาย,ลพบุรี,รถจักรยานยนต์
77.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
25.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
27.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
17.0,หญิง,สระแก้ว,รถจักรยานยนต์
42.0,ชาย,พังงา,รถจักรยานยนต์
15.0,ชาย,สุราษฎร์ธานี,รถจักรยานยนต์
31.0,ชาย,ลพบุรี,รถจักรยานยนต์
24.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
78.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
68.0,ชาย,ลพบุรี,รถจักรยานยนต์
61.0,หญิง,สุราษฎร์ธานี,คนเดินเท้า
36.0,ชาย,หนองคาย,รถจักรยานยนต์
62.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
45.0,ชาย,พิษณุโลก,รถจักรยานยนต์
80.0,หญิง,พังงา,รถจักรยานยนต์
77.0,หญิง,มหาสารคาม,รถจักรยาน
65.0,ชาย,น่าน,รถจักรยานยนต์
26.0,หญิง,นครศรีธรรมราช,รถจักรยานยนต์
7.0,หญิง,สุราษฎร์ธานี,รถจักรยานยนต์
42.0,หญิง,บุรีรัมย์,รถจักรยานยนต์
69.0,หญิง,หนองคาย,รถจักรยานยนต์
10.0,หญิง,สุราษฎร์ธานี,รถจักรยานยนต์
14.0,หญิง,น่าน,รถจักรยานยนต์
77.0,ชาย,มหาสารคาม,รถจักรยานยนต์
78.0,ชาย,นครสวรรค์,คนเดินเท้า
39.0,ชาย,นครราชสีมา,รถจักรยานยนต์
56.0,ชาย,น่าน,รถจักรยานยนต์
77.0,ชาย,สกลนคร,รถจักรยานยนต์
56.0,ชาย,ชลบุรี,รถยนต์
57.0,ชาย,อุทัยธานี,รถจักรยานยนต์
57.0,หญิง,เชียงใหม่,รถจักรยานยนต์
71.0,ชาย,มหาสารคาม,รถจักรยานยนต์
25.0,หญิง,พระนครศรีอยุธยา,รถจักรยานยนต์
54.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
1.0,หญิง,สุราษฎร์ธานี,คนเดินเท้า
33.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
63.0,หญิง,ชัยนาท,รถจักรยานยนต์
59.0,หญิง,อุบลราชธานี,รถจักรยานยนต์
56.0,ชาย,สุรินทร์,รถจักรยานยนต์
37.0,ชาย,มุกดาหาร,รถยนต์
34.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
17.0,ชาย,สกลนคร,รถจักรยานยนต์
77.0,ชาย,เชียงใหม่,คนเดินเท้า
59.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
70.0,ชาย,จันทบุรี,รถยนต์
38.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
76.0,ชาย,มหาสารคาม,รถจักรยานยนต์
34.0,ชาย,สุโขทัย,รถจักรยานยนต์
75.0,ชาย,ยโสธร,คนเดินเท้า
66.0,ชาย,พะเยา,คนเดินเท้า
14.0,ชาย,สกลนคร,รถจักรยานยนต์
45.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
45.0,หญิง,พระนครศรีอยุธยา,รถจักรยานยนต์
68.0,ชาย,ศรีสะเกษ,รถจักรยานยนต์
41.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
50.0,ชาย,นครพนม,รถจักรยานยนต์
57.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
15.0,หญิง,เชียงใหม่,รถจักรยานยนต์
49.0,หญิง,อุบลราชธานี,รถจักรยานยนต์
80.0,ชาย,เชียงใหม่,รถจักรยานยนต์
66.0,หญิง,สุราษฎร์ธานี,รถจักรยานยนต์
34.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
48.0,ชาย,พังงา,รถจักรยานยนต์
26.0,ชาย,สุราษฎร์ธานี,คนเดินเท้า
50.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
25.0,ชาย,ชลบุรี,รถจักรยานยนต์
64.0,ชาย,มหาสารคาม,รถจักรยานยนต์
47.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
38.0,ชาย,ลพบุรี,รถจักรยานยนต์
84.0,ชาย,ยโสธร,รถยนต์
42.0,ชาย,เพชรบุรี,คนเดินเท้า
78.0,ชาย,พิจิตร,คนเดินเท้า
70.0,หญิง,นครราชสีมา,รถจักรยานยนต์
65.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
54.0,หญิง,ลพบุรี,รถจักรยานยนต์
54.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
63.0,หญิง,พังงา,รถจักรยานยนต์
16.0,ชาย,ตราด,รถจักรยานยนต์
22.0,ชาย,ลพบุรี,คนเดินเท้า
43.0,ชาย,เชียงราย,รถจักรยานยนต์
18.0,ชาย,ยโสธร,รถจักรยานยนต์
29.0,ชาย,สุราษฎร์ธานี,คนเดินเท้า
43.0,ชาย,ร้อยเอ็ด,รถยนต์
48.0,ชาย,ลพบุรี,คนเดินเท้า
58.0,ชาย,ชัยภูมิ,รถยนต์
24.0,หญิง,พังงา,รถยนต์
51.0,หญิง,ร้อยเอ็ด,รถจักรยานยนต์
39.0,ชาย,สุราษฎร์ธานี,คนเดินเท้า
32.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
55.0,หญิง,ฉะเชิงเทรา,รถยนต์
31.0,หญิง,ตรัง,รถจักรยานยนต์
46.0,หญิง,ร้อยเอ็ด,รถจักรยานยนต์
21.0,หญิง,บุรีรัมย์,รถจักรยานยนต์
17.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
47.0,หญิง,ภูเก็ต,คนเดินเท้า
59.0,ชาย,ชลบุรี,รถจักรยาน
23.0,ชาย,ปทุมธานี,รถจักรยานยนต์
28.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
47.0,ชาย,ชัยภูมิ,คนเดินเท้า
74.0,ชาย,มหาสารคาม,รถจักรยานยนต์
90.0,หญิง,ร้อยเอ็ด,คนเดินเท้า
64.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
60.0,หญิง,ลพบุรี,คนเดินเท้า
55.0,ชาย,สงขลา,รถจักรยานยนต์
39.0,ชาย,ศรีสะเกษ,รถจักรยานยนต์
16.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
25.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
40.0,ชาย,สุราษฎร์ธานี,รถจักรยานยนต์
64.0,ชาย,ลพบุรี,รถจักรยานยนต์
22.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
37.0,ชาย,ลพบุรี,รถจักรยานยนต์
82.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
64.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
40.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
38.0,ชาย,พัทลุง,รถยนต์
7.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
22.0,หญิง,อุบลราชธานี,รถจักรยานยนต์
48.0,ชาย,เชียงใหม่,รถจักรยานยนต์
19.0,หญิง,ชัยภูมิ,รถจักรยานยนต์
45.0,ชาย,นครราชสีมา,รถจักรยานยนต์
35.0,ชาย,ลพบุรี,รถจักรยานยนต์
64.0,หญิง,ชัยนาท,คนเดินเท้า
50.0,ชาย,สุรินทร์,รถจักรยานยนต์
23.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
59.0,ชาย,ลพบุรี,รถจักรยานยนต์
71.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
31.0,ชาย,กาฬสินธุ์,รถยนต์
52.0,หญิง,สระแก้ว,รถจักรยานยนต์
74.0,ชาย,ลพบุรี,รถจักรยานยนต์
3.0,ชาย,กาฬสินธุ์,รถยนต์
36.0,ชาย,กาฬสินธุ์,รถยนต์
76.0,หญิง,นครศรีธรรมราช,รถจักรยานยนต์
53.0,ชาย,ลพบุรี,รถจักรยานยนต์
54.0,ชาย,ชลบุรี,คนเดินเท้า
49.0,ชาย,อำนาจเจริญ,รถยนต์
33.0,หญิง,ร้อยเอ็ด,รถจักรยานยนต์
69.0,หญิง,กรุงเทพมหานคร,คนเดินเท้า
70.0,ชาย,อ่างทอง,รถจักรยานยนต์
75.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
81.0,ชาย,อ่างทอง,รถจักรยานยนต์
43.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
44.0,ชาย,กาฬสินธุ์,รถจักรยานยนต์
43.0,ชาย,นครศรีธรรมราช,รถยนต์
59.0,ชาย,ปราจีนบุรี,รถยนต์
48.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
47.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
67.0,หญิง,บุรีรัมย์,รถจักรยานยนต์
54.0,ชาย,สุรินทร์,รถจักรยานยนต์
75.0,ชาย,ปราจีนบุรี,รถยนต์
51.0,หญิง,อ่างทอง,รถจักรยานยนต์
51.0,หญิง,ร้อยเอ็ด,รถจักรยานยนต์
39.0,ชาย,สิงห์บุรี,รถจักรยานยนต์
15.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
70.0,หญิง,ชัยนาท,รถจักรยานยนต์
67.0,ชาย,สงขลา,คนเดินเท้า
48.0,ชาย,กำแพงเพชร,รถยนต์
